textbox3,textbox16,textbox105,textbox18,textbox103,textbox9,textbox101,textbox11,textbox99,textbox14,textbox15,textbox55,textbox22,textbox156
"Tuesday, September 2, 2025",8/1/2025 12:00 AM,All,8/31/2025 11:59 PM,All,All,All,All,All,All,All,All,All,Completed

OperationType_1,textbox4,textbox72,AnimalNumber,AnimalName,Species,textbox30,textbox36,Gender,textbox46,textbox41,textbox44,OperationType,PetID,ARN,textbox50,textbox51,textbox52,textbox53,Altered,Size,SpayedNeutered,By,OperationSubType,DOA,ScheduleStatus,Textbox24,Textbox49,Assigned_To,Textbox61,textbox542
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059085730,Little Bear,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",15y 0d,M,Black/White,Y,8/11/2025 12:24 PM,Owner/Guardian Surrender,,,,Medium,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059086218,ANDY,Cat,Domestic Shorthair/Mix,10y 0d,M,Black/White,Y,8/11/2025 1:11 PM,Owner/Guardian Surrender,,,,Small,Cooler/Cooler,Yes,No,,Y,TAMMIC,DOA,True,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059086845,,Cat,Domestic Shorthair/Mix,,U,White,N,8/11/2025 1:57 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059087551,Oscar,Dog,"Poodle, Miniature/Mix",13y 9d,M,Cream,Y,8/20/2025 10:03 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/20/2025 9:03 AM,8/20/2025 10:03 AM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059091871,Luna,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",12y 0d,F,Black/Brown,Y,8/12/2025 10:38 AM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,Yes,No,,Y,KEARAC,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059093594,Mia,Cat,Domestic Shorthair/Mix,11y 1d,F,Black,Y,8/13/2025 10:06 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Euthanasia Request - OTC!,False,Completed,8/13/2025 9:06 AM,8/13/2025 10:06 AM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059094278,Bobby,Cat,Domestic Shorthair/Mix,2y 0d,M,Orange,Y,8/12/2025 1:25 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059101871,Macey,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",16y 0d,F,Beige,N,8/13/2025 12:37 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,ASHLEYD,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059107592,Pickles,Cat,Domestic Medium Hair/Mix,18y 2d,F,"White/Beige/
Grey",Y,8/16/2025 8:53 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/16/2025 7:53 AM,8/16/2025 8:53 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059107773,Cheetos,Cat,Domestic Shorthair/Mix,11y 1d,M,Orange,Y,8/15/2025 11:16 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/15/2025 10:16 AM,8/15/2025 11:16 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059109270,Nimbus,Cat,Domestic Medium Hair/Mix,17y 0d,M,White,Y,8/14/2025 1:17 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Euthanasia Request - OTC!,False,Completed,8/14/2025 12:17 PM,8/14/2025 1:17 PM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059109647,RAMBUN,Cat,Domestic Shorthair/,14y 5m 19d,M,Brown,Y,8/20/2025 2:11 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059109921,Cujo,Dog,"Terrier, Yorkshire/Mix",14y 5d,M,Black/White,U,8/19/2025 12:54 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,U,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/19/2025 12:24 PM,8/19/2025 12:54 PM,Ashley Dittrich,30 minutes,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059111192,Frank,Rodent,GUINEA PIG/GUINEA PIG,5y 2d,M,"Tan/Black/
White",N,8/16/2025 10:59 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/16/2025 9:59 AM,8/16/2025 10:59 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059112714,Oscar,Cat,Domestic Shorthair/Mix,1y 4m 28d,M,Orange/White,Y,8/14/2025 4:12 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,OTC,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059115700,Charlie,Dog,Shih Tzu/Pug,16y 0d,M,Buff,Y,8/15/2025 10:06 AM,Owner/Guardian Surrender,,,,Small,Cooler/Cooler,Yes,No,,Y,SHANNONV,DOA,True,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059120012,Jada,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",5y 0d,F,White/Black,N,8/15/2025 4:59 PM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,No,No,,N,ASHLEYD,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059121857,NENA,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",5m 0d,F,Black,N,8/16/2025 10:03 AM,Owner/Guardian Surrender,,,,Small,Cooler/Cooler,No,No,,N,TAMMIC,DOA,True,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059122038,BELLA,Cat,Domestic Shorthair/Mix,22y 3d,F,White/Brown,Y,8/19/2025 9:59 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/19/2025 8:59 AM,8/19/2025 9:59 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059186658,NICK,Cat,Domestic Shorthair/Mix,14y 0d,M,Black/Brown,Y,8/18/2025 1:55 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Euthanasia Request - OTC!,False,Completed,8/18/2025 12:55 PM,8/18/2025 1:55 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059187573,ZEUS,Dog,"Chihuahua, Long Coat/Mix",14y 0d,M,Black/White,Y,8/18/2025 11:35 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/18/2025 10:35 AM,8/18/2025 11:35 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059187931,DEXTER,Dog,"Chihuahua, Long Coat/Mix",14y 0d,M,Tan,Y,8/18/2025 2:27 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/18/2025 1:27 PM,8/18/2025 2:27 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059188347,Doc,Cat,Domestic Longhair/Mix,13y 1d,M,Grey,Y,8/19/2025 2:00 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Euthanasia Request - OTC!,False,Completed,8/19/2025 1:00 PM,8/19/2025 2:00 PM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059191103,MONTGOMERY,Domestic (Cage) Bird,"Parakeet, Quaker/",,U,Green/Grey,N,8/20/2025 1:14 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Evaluation/Poss Adopt - OTC!,False,Completed,8/20/2025 12:14 PM,8/20/2025 1:14 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059191109,,Domestic (Cage) Bird,Parakeet (Budgie)/,,U,Blue,N,8/20/2025 1:14 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Evaluation/Poss Adopt - OTC!,False,Completed,8/20/2025 12:14 PM,8/20/2025 1:14 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059191115,SUNRISE,Domestic (Cage) Bird,"Conure, Other/",,U,Yellow/Red,N,8/20/2025 1:14 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Evaluation/Poss Adopt - OTC!,False,Completed,8/20/2025 12:14 PM,8/20/2025 1:14 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059192491,Pudge,Cat,Domestic Shorthair/Mix,17d,F,Brown,N,8/18/2025 5:27 PM,Owner/Guardian Surrender,,Princess,,Small,Receiving/Receiving,No,No,,N,NICKD,Guardian Surrender - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059193830,GRACE,Cat,Domestic Shorthair/,2y 0d,F,Silver,N,8/19/2025 8:23 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059193836,,Cat,Domestic Shorthair/,1d,M,Brown,N,8/19/2025 8:23 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059193839,,Cat,Domestic Shorthair/,1d,F,Black,N,8/19/2025 8:23 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059193842,,Cat,Domestic Shorthair/,1d,F,Black/White,N,8/19/2025 8:23 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059196914,,Cat,Domestic Shorthair/,1d,M,Black/White,N,8/19/2025 1:01 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059202899,Walker,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",20y 6d,M,Black/Grey,Y,8/26/2025 11:59 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/26/2025 10:59 AM,8/26/2025 11:59 AM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059203287,JOHNNY CASH,Dog,Retriever/Mix,14y 1d,M,Black,Y,8/21/2025 11:34 AM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/21/2025 10:34 AM,8/21/2025 11:34 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059203578,ROCKY,Cat,Domestic Shorthair/Mix,1y 0d,M,Orange/White,Y,8/20/2025 12:10 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/20/2025 11:10 AM,8/20/2025 12:10 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059206710,PATCHES,Cat,Domestic Medium Hair/Mix,15y 2d,F,Black/Orange,Y,8/22/2025 11:09 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/22/2025 10:09 AM,8/22/2025 11:09 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059211353,CHARLIE,Cat,Domestic Shorthair/Mix,13y 1d,M,Black/White,Y,8/22/2025 1:07 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/22/2025 12:07 PM,8/22/2025 1:07 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059211486,OREO BLACKIE,Cat,Domestic Longhair/Mix,19y 0d,M,Black/White,Y,8/21/2025 11:31 AM,Owner/Guardian Surrender,,,,Small,Cooler/Cooler,Yes,No,,Y,TAMMIC,DOA,True,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059212327,Otis,Cat,Domestic Longhair/Mix,,M,Grey,Y,8/21/2025 12:32 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059213481,Luka,Cat,Domestic Longhair/Mix,10y 0d,M,Black,Y,8/29/2025 2:37 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059213667,Prince,Dog,"Spaniel, Cavalier King Charles/Mix",16y 2m 25d,M,White/Brown,Y,8/26/2025 2:14 PM,Owner/Guardian Surrender,,,,Medium,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/26/2025 1:14 PM,8/26/2025 2:14 PM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059219072,DAWG,Cat,Domestic Shorthair/Mix,15y 0d,M,Black/White,Y,8/22/2025 11:32 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059219460,Tracy,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",16y 3d,M,Brown,N,8/25/2025 1:58 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/25/2025 12:58 PM,8/25/2025 1:58 PM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059219704,BIG BOY,Cat,Domestic Shorthair/Mix,,M,Black/White,Y,8/22/2025 2:58 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/22/2025 1:58 PM,8/22/2025 2:58 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059222909,NYLA,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",8y 12m 1d,F,Tan/White,N,8/29/2025 11:00 AM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,No,No,,N,TAMMIC,Evaluation/Poss Adopt - OTC!,False,Completed,8/29/2025 10:00 AM,8/29/2025 11:00 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059224913,,Cat,Domestic Shorthair/Mix,28d,M,Tan,N,8/23/2025 10:41 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,ASHLEYD,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059225782,Coors,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",10y 2d,M,Silver,N,8/25/2025 11:51 AM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,No,No,,N,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/25/2025 10:51 AM,8/25/2025 11:51 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059232074,Gucci,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",15y 3d,F,Brown,Y,8/28/2025 2:53 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Euthanasia Request - OTC!,False,Completed,8/28/2025 1:53 PM,8/28/2025 2:53 PM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059232429,Peanut,Dog,Pomeranian/Mix,15y 0d,F,Tan,Y,8/25/2025 3:11 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/25/2025 2:41 PM,8/25/2025 3:11 PM,SHANNON VOGT,30 minutes,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059232827,,Rabbit,Mini-Lop/Mix,2m 0d,U,Tan/Blue,N,8/25/2025 11:15 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059232836,,Rabbit,Mini-Lop/Mix,2m 0d,U,Tan/Black,N,8/25/2025 11:15 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059233080,PUMPKIN,Cat,Domestic Shorthair/Mix,15y 6m 2d,M,Orange/White,Y,8/25/2025 11:35 AM,Owner/Guardian Surrender,,,,Small,Cooler/Cooler,Yes,No,,Y,TAMMIC,DOA,True,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059236581,Jazz,Cat,Domestic Shorthair/Mix,14y 4d,F,White/Grey,N,8/29/2025 1:13 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,ASHLEYD,Euthanasia Request - OTC!,False,Completed,8/29/2025 12:13 PM,8/29/2025 1:13 PM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059237171,MISS KITTY,Cat,Domestic Shorthair/,15y 0d,F,Blue,Y,8/25/2025 4:50 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,NICKD,Guardian Surrender - FIELD!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059239367,DARLA,Cat,Domestic Medium Hair/Mix,21y 0d,F,Black,Y,8/26/2025 2:15 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/26/2025 1:15 PM,8/26/2025 2:15 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059239485,RYLEE,Dog,Retriever/Mix,11y 6m 4d,F,Black/White,Y,8/29/2025 9:56 AM,Owner/Guardian Surrender,,,,Medium,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/29/2025 8:56 AM,8/29/2025 9:56 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059241255,MUM,Cat,Domestic Shorthair/,6y 1d,F,Black,Y,8/27/2025 10:09 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Evaluation/Poss Adopt - OTC!,False,Completed,8/27/2025 9:09 AM,8/27/2025 10:09 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059244012,IRIS,Rodent,RAT-DOMESTIC/,,M,Brown,N,8/28/2025 10:10 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Evaluation/Poss Adopt - OTC!,False,Completed,8/28/2025 9:10 AM,8/28/2025 10:10 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059244037,ROOMIE,Rodent,RAT-DOMESTIC/,,M,Tan/White,N,8/28/2025 10:10 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Evaluation/Poss Adopt - OTC!,False,Completed,8/28/2025 9:10 AM,8/28/2025 10:10 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059246748,Lucas,Cat,Domestic Medium Hair/Mix,16y 2d,M,Black/White,Y,8/29/2025 12:22 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Euthanasia Request - OTC!,False,Completed,8/29/2025 11:22 AM,8/29/2025 12:22 PM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059249826,Nomee,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",10y 0d,F,Black,N,8/27/2025 2:43 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,LEIGHANNA,Euthanasia Request - FIELD!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059249826,Nomee,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",10y 0d,F,Black,N,8/27/2025 1:49 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,ASHLEYD,Euthanasia Request - FIELD!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059250060,Trixie,Cat,Domestic Shorthair/Mix,22y 0d,F,Orange,Y,8/27/2025 2:30 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Euthanasia Request - OTC!,False,Completed,8/27/2025 1:30 PM,8/27/2025 2:30 PM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059256008,OSCAR,Dog,"Dachshund, Miniature Long Haired/",18y 2d,M,Black/Tan,Y,8/30/2025 9:52 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/30/2025 8:52 AM,8/30/2025 9:52 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059256765,CHLOE,Cat,Domestic Shorthair/Mix,2m 15d,F,Grey/White,N,8/28/2025 12:34 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059256768,SAM,Cat,Domestic Shorthair/Mix,2m 15d,F,Grey/White,N,8/28/2025 12:34 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059257437,Callie,Cat,Domestic Shorthair/Mix,19y 0d,F,Black/Orange,Y,8/28/2025 1:22 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/28/2025 12:22 PM,8/28/2025 1:22 PM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059259513,Eclipse,Dog,"Terrier, Pit Bull/Mix",8m 0d,F,Brown,N,8/28/2025 3:41 PM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,No,No,,N,NICOLEA,Evaluation/Poss Adopt - FIELD!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059263014,Dallas,Dog,Maltese/Pekingese,20y 0d,F,White/Tan,N,8/29/2025 2:29 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/29/2025 1:29 PM,8/29/2025 2:29 PM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059263863,,Cat,Domestic Shorthair/Mix,,U,White/Orange,N,8/29/2025 12:08 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059264173,,Cat,Domestic Shorthair/,1m 4d,M,Orange/White,N,8/29/2025 12:30 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059264181,Petunia,Cat,Domestic Shorthair/,2m 9d,F,Tan/White,N,8/29/2025 12:30 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059264194,,Cat,Domestic Shorthair/,1m 4d,F,"Black/Orange/
White",N,8/29/2025 12:30 PM,Owner/Guardian Surrender,,Love Bug,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Evaluation/Poss Adopt - OTC!,False,,,,,,580
