textbox22,textbox8,textbox17,textbox12,textbox13,textbox11,textbox14,textbox10,textbox15,textbox9,textbox16,textbox73,Textbox76
"Tuesday, September 2, 2025",8/1/2025 12:00 AM,All,8/31/2025 11:59 PM,All,All,All,No,All,All,All,All,All

textbox28,textbox40,textbox52,textbox71,textbox27,Symptom_DignosisFlag,ExamID,Name,PrimaryBreed,textbox37,Location,ARN,Condition,textbox54,Species,textbox57,Sex,SubLocation,textbox70,textbox72
Healthy,Condition Total: 45,Unique Animals: 45,,A0058887121,D,83389564,,Domestic Shorthair,2mos,Foster Home,,Healthy,8/5/2025 4:13 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058887122,D,83389316,,Domestic Shorthair,2mos,Foster Home,,Healthy,8/5/2025 4:04 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058901776,D,83658014,,Domestic Shorthair,2mos,Foster Home,,Healthy,8/21/2025 2:21 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058901777,D,83658015,,Domestic Shorthair,2mos,Foster Home,,Healthy,8/21/2025 2:21 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058901778,D,83658013,,Domestic Shorthair,2mos,Foster Home,,Healthy,8/21/2025 2:21 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058901781,D,83658012,,Domestic Shorthair,2mos,Foster Home,,Healthy,8/21/2025 2:21 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058904578,D,83386167,Sam,Domestic Shorthair,2mos,Foster Home,,Healthy,8/5/2025 2:50 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058904579,D,83385992,Molly,Domestic Shorthair,2mos,Foster Home,,Healthy,8/5/2025 2:44 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058904643,D,83365024,Omen,Domestic Shorthair,2mos,Foster Home,,Healthy,8/4/2025 1:51 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058909081,D,83515984,PEEWEE,Domestic Shorthair,1mos,Foster Home,,Healthy,8/13/2025 11:32 AM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058914774,D,83515985,POPPY,Domestic Shorthair,1mos,Foster Home,,Healthy,8/13/2025 11:32 AM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058914782,D,83515986,PORTER,Domestic Shorthair,1mos,Foster Home,,Healthy,8/13/2025 11:32 AM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058940639,D,83403137,PUFF,Bearded Dragon,,"Multi-Animal Holding, Room 229",,Healthy,8/6/2025 1:05 PM,Reptile/Amphibian,Other,F,Multi Animal Holding,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058941118,D,83558023,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/15/2025 12:23 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058941120,D,83558174,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/15/2025 12:29 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058941129,D,83558252,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/15/2025 12:32 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058941146,D,83558358,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/15/2025 12:36 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058941151,D,83557649,QUINT,Domestic Shorthair,1yrs,Foster Home,,Healthy,8/15/2025 12:11 PM,Cat,Cat,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058941158,D,83557293,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/15/2025 11:55 AM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058967489,D,83654997,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/21/2025 1:00 PM,Cat,Kitten,U,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058967492,D,83655151,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/21/2025 1:08 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058967494,D,83655152,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/21/2025 1:08 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058967496,D,83655153,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/21/2025 1:08 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058967498,D,83655155,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/21/2025 1:08 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058967501,D,83655154,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/21/2025 1:08 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058967503,D,83655156,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/21/2025 1:08 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058981727,D,83676715,Raven,"Mixed Breed, Medium (up to 44 lbs fully grown)",3mos,Released,BERNADETTE,Healthy,8/22/2025 2:17 PM,Dog,Puppy,F,,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058993921,D,83772855,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/28/2025 3:38 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058993935,D,83772854,,Domestic Shorthair,1mos,Foster Home,,Healthy,8/28/2025 3:38 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058999707,D,83673365,T-Bone,"Mixed Breed, Large (over 44 lbs fully grown)",3mos,Dog Holding F,,Healthy,8/22/2025 12:25 PM,Dog,Puppy,M,06,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058999711,D,83673235,Raja,"Mixed Breed, Large (over 44 lbs fully grown)",3mos,Dog Holding F,Ribeye,Healthy,8/22/2025 12:14 PM,Dog,Puppy,F,06,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0059084350,D,83706235,,Domestic Longhair,2mos,Foster Home,,Healthy,8/25/2025 10:45 AM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Hernia,Condition Total: 1,Unique Animals: 1,,A0059236519,D,83736968,Bo Peep,Domestic Shorthair,4yrs,Cat Isolation 231,,Hernia,8/26/2025 5:24 PM,Cat,Cat,F,Cage 6,Condition Total: 528,Unique Animals: 277
Injured,Condition Total: 1,Unique Animals: 1,,A0059249208,S,83747787,SPICE CAT,Domestic Shorthair,1mos,Receiving,,Injured,8/27/2025 1:25 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Jaundice,Condition Total: 1,Unique Animals: 1,,A0059031437,S,83341386,WEDNESDAY,Domestic Shorthair,10yrs,Receiving,WEDNESDAY,Jaundice,8/2/2025 9:42 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Kennel Cough,Condition Total: 1,Unique Animals: 1,,A0058997270,D,83511754,Fallon,"Mixed Breed, Large (over 44 lbs fully grown)",2yrs,Dog Holding E,FALCOR,Kennel Cough,8/13/2025 7:35 AM,Dog,Dog,F,09,Condition Total: 528,Unique Animals: 277
Lameness,Condition Total: 3,Unique Animals: 3,,A0059123397,S,83592648,EMONI,Domestic Shorthair,4mos,ICU,,Lameness,8/18/2025 11:06 AM,Cat,Kitten,F,05 - B,Condition Total: 528,Unique Animals: 277
Lameness,Condition Total: 3,Unique Animals: 3,,A0059188017,S,83598293,SPIRAL,Domestic Shorthair,1mos,Cat Treatment,,Lameness,8/18/2025 2:25 PM,Cat,Kitten,F,E,Condition Total: 528,Unique Animals: 277
Lameness,Condition Total: 3,Unique Animals: 3,,A0059249208,S,83747787,SPICE CAT,Domestic Shorthair,1mos,Receiving,,Lameness,8/27/2025 1:25 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Lateral recumbent,Condition Total: 2,Unique Animals: 2,,A0059024937,S,83357912,,Domestic Longhair,1mos,Cat Treatment,,Lateral recumbent,8/4/2025 7:31 AM,Cat,Kitten,F,E,Condition Total: 528,Unique Animals: 277
Lateral recumbent,Condition Total: 2,Unique Animals: 2,,A0059031437,S,83358733,WEDNESDAY,Domestic Shorthair,10yrs,Cat Treatment,WEDNESDAY,Lateral recumbent,8/4/2025 9:35 AM,Cat,Cat,F,05 - A,Condition Total: 528,Unique Animals: 277
Luxating Patella,Condition Total: 1,Unique Animals: 1,,A0059048691,D,83709466,Lucy,"Mixed Breed, Small (under 24 lbs fully grown)",2yrs,Dog Holding F,,Luxating Patella,8/25/2025 12:52 PM,Dog,Dog,F,05,Condition Total: 528,Unique Animals: 277
Mass/Tumor,Condition Total: 1,Unique Animals: 1,,A0059222909,D,83811808,NYLA,"Mixed Breed, Large (over 44 lbs fully grown)",9yrs,Dog Holding F,,Mass/Tumor,8/31/2025 2:06 PM,Dog,Dog,F,04,Condition Total: 528,Unique Animals: 277
Matted,Condition Total: 1,Unique Animals: 1,,A0059241255,S,83744408,MUM,Domestic Shorthair,6yrs,Receiving,,Matted,8/27/2025 11:00 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Muscle Atrophy,Condition Total: 1,Unique Animals: 1,,A0059071090,S,83443038,,Domestic Shorthair,13yrs,ICU,,Muscle Atrophy,8/8/2025 12:13 PM,Cat,Cat,M,05 - A,Condition Total: 528,Unique Animals: 277
Nasal Discharge,Condition Total: 4,Unique Animals: 4,,A0058811083,S,83741599,MAJOR,"Mixed Breed, Large (over 44 lbs fully grown)",13yrs,Dog Adoptions C,,Nasal Discharge,8/27/2025 9:19 AM,Dog,Dog,M,05,Condition Total: 528,Unique Animals: 277
Nasal Discharge,Condition Total: 4,Unique Animals: 4,,A0058997270,S,83511754,Fallon,"Mixed Breed, Large (over 44 lbs fully grown)",2yrs,Dog Holding E,FALCOR,Nasal Discharge,8/13/2025 7:35 AM,Dog,Dog,F,09,Condition Total: 528,Unique Animals: 277
Nasal Discharge,Condition Total: 4,Unique Animals: 4,,A0059071090,S,83443038,,Domestic Shorthair,13yrs,ICU,,Nasal Discharge,8/8/2025 12:13 PM,Cat,Cat,M,05 - A,Condition Total: 528,Unique Animals: 277
Nasal Discharge,Condition Total: 4,Unique Animals: 4,,A0059255215,S,83781242,STRUDEL,Domestic Shorthair,3mos,Receiving,,Nasal Discharge,8/29/2025 9:20 AM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Needs Fostering,Condition Total: 5,Unique Animals: 5,,A0059032130,D,83344102,,Domestic Shorthair,1mos,Receiving,,Needs Fostering,8/2/2025 12:49 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Needs Fostering,Condition Total: 5,Unique Animals: 5,,A0059032137,D,83344136,,Domestic Shorthair,1mos,Receiving,,Needs Fostering,8/2/2025 12:49 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Needs Fostering,Condition Total: 5,Unique Animals: 5,,A0059032143,D,83343956,Estrella,Domestic Shorthair,1mos,Receiving,,Needs Fostering,8/2/2025 12:49 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Needs Fostering,Condition Total: 5,Unique Animals: 5,,A0059033710,D,83346811,ANGELFISH,Domestic Shorthair,2mos,Receiving,,Needs Fostering,8/2/2025 3:30 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Needs Fostering,Condition Total: 5,Unique Animals: 5,,A0059096097,D,83503798,,Domestic Shorthair,1mos,Foster Home,,Needs Fostering,8/12/2025 3:39 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Neurologic,Condition Total: 3,Unique Animals: 3,,A0059012579,S,83466054,,Domestic Shorthair,1mos,Dental Area,,Neurologic,8/10/2025 10:27 AM,Cat,Kitten,M,Incubator,Condition Total: 528,Unique Animals: 277
Neurologic,Condition Total: 3,Unique Animals: 3,,A0059107218,S,83535834,,Domestic Shorthair,5yrs,Receiving,,Neurologic,8/14/2025 10:41 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Neurologic,Condition Total: 3,Unique Animals: 3,,A0059206316,S,83651261,,Domestic Shorthair,4yrs,ICU,,Neurologic,8/21/2025 10:57 AM,Cat,Cat,F,03 - B,Condition Total: 528,Unique Animals: 277
Not eating,Condition Total: 3,Unique Animals: 3,,A0023287111,S,83527325,KITTY,Domestic Shorthair,11yrs,Cat Isolation 234,,Not eating,8/15/2025 12:42 PM,Cat,Cat,M,Cage 5,Condition Total: 528,Unique Animals: 277
Not eating,Condition Total: 3,Unique Animals: 3,,A0059011330,S,83736766,,Domestic Shorthair,1mos,Cat Treatment,,Not eating,8/26/2025 5:18 PM,Cat,Kitten,M,A,Condition Total: 528,Unique Animals: 277
Not eating,Condition Total: 3,Unique Animals: 3,,A0059063166,S,83658097,WOMBA,Domestic Shorthair,8yrs,Cat Isolation 231,,Not eating,8/21/2025 2:33 PM,Cat,Cat,F,Cage 6,Condition Total: 528,Unique Animals: 277
Nursing,Condition Total: 7,Unique Animals: 7,,A0058949368,D,83662310,Petal,Domestic Shorthair,1yrs,Foster Home,,Nursing,8/21/2025 4:26 PM,Cat,Cat,F,Foster Home,Condition Total: 528,Unique Animals: 277
Nursing,Condition Total: 7,Unique Animals: 7,,A0058949381,D,83662973,,Domestic Shorthair,1mos,Foster Home,,Nursing,8/21/2025 4:45 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Nursing,Condition Total: 7,Unique Animals: 7,,A0058949383,D,83662844,,Domestic Shorthair,1mos,Foster Home,,Nursing,8/21/2025 4:41 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Nursing,Condition Total: 7,Unique Animals: 7,,A0058949385,D,83662508,,Domestic Shorthair,1mos,Foster Home,,Nursing,8/21/2025 4:32 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Nursing,Condition Total: 7,Unique Animals: 7,,A0059048669,D,83384528,BRISTOL,Domestic Shorthair,4yrs,Foster Care Room,,Nursing,8/5/2025 2:04 PM,Cat,Cat,F,07,Condition Total: 528,Unique Animals: 277
Nursing,Condition Total: 7,Unique Animals: 7,,A0059054823,D,83400468,PANDORA,Mastiff,4yrs,Receiving,big mamma,Nursing,8/6/2025 11:34 AM,Dog,Dog,F,Receiving,Condition Total: 528,Unique Animals: 277
Nursing,Condition Total: 7,Unique Animals: 7,,A0059215018,D,83662638,,Domestic Shorthair,1mos,Foster Home,,Nursing,8/21/2025 4:36 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Obese- diet needed,Condition Total: 3,Unique Animals: 3,,A0059086422,D,83493321,MERLIN,Domestic Longhair,8yrs,Cat Behavior Room I,,Obese- diet needed,8/12/2025 10:27 AM,Cat,Cat,M,08,Condition Total: 528,Unique Animals: 277
Obese- diet needed,Condition Total: 3,Unique Animals: 3,,A0059111689,D,83556129,MO,Domestic Shorthair,11yrs,Cat Isolation 231,,Obese- diet needed,8/15/2025 11:09 AM,Cat,Cat,F,Cage 2,Condition Total: 528,Unique Animals: 277
Obese- diet needed,Condition Total: 3,Unique Animals: 3,,A0059241255,D,83744408,MUM,Domestic Shorthair,6yrs,Receiving,,Obese- diet needed,8/27/2025 11:00 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Obstipation,Condition Total: 1,Unique Animals: 1,,A0059041268,D,83508900,Daryll,Domestic Shorthair,2mos,Cat Treatment,,Obstipation,8/13/2025 4:21 PM,Cat,Kitten,M,E,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0058811083,S,83741599,MAJOR,"Mixed Breed, Large (over 44 lbs fully grown)",13yrs,Dog Adoptions C,,Ocular Discharge,8/27/2025 9:19 AM,Dog,Dog,M,05,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0058819858,S,83697086,Fiona,Domestic Shorthair,1yrs,Cat Isolation 231,DRAGONFLY,Ocular Discharge,8/24/2025 7:53 AM,Cat,Cat,F,Cage 2,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0058901926,S,83514994,,Domestic Shorthair,1mos,Foster Home,,Ocular Discharge,8/13/2025 10:44 AM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0059000895,S,83686933,Amanda,Domestic Shorthair,1mos,Foster Home,,Ocular Discharge,8/23/2025 9:24 AM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0059071090,S,83443038,,Domestic Shorthair,13yrs,ICU,,Ocular Discharge,8/8/2025 12:13 PM,Cat,Cat,M,05 - A,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0059112824,S,83639215,LONDON,Domestic Shorthair,1mos,Foster Home,,Ocular Discharge,8/20/2025 3:15 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0059197665,S,83616503,,Domestic Shorthair,2yrs,Receiving,,Ocular Discharge,8/19/2025 2:14 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0059226495,S,83692534,ARTEMIS,Domestic Longhair,1mos,Receiving,,Ocular Discharge,8/23/2025 2:53 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0059227214,S,83693425,,Domestic Longhair,1mos,Receiving,,Ocular Discharge,8/23/2025 3:52 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0059255215,S,83781242,STRUDEL,Domestic Shorthair,3mos,Receiving,,Ocular Discharge,8/29/2025 9:20 AM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0059257702,S,83770951,,Domestic Shorthair,1mos,Receiving,,Ocular Discharge,8/28/2025 2:40 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0059257722,S,83771052,,Domestic Shorthair,1mos,Receiving,,Ocular Discharge,8/28/2025 2:40 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Ocular Discharge,Condition Total: 13,Unique Animals: 13,,A0059269127,S,83798341,,Domestic Shorthair,0mos,Receiving,,Ocular Discharge,8/30/2025 9:03 AM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Overweight-monitor with own vet,Condition Total: 1,Unique Animals: 1,,A0058959672,D,83325512,Remy,"Mixed Breed, Large (over 44 lbs fully grown)",5yrs,Dog Holding E,,Overweight-monitor with own vet,8/1/2025 11:36 AM,Dog,Dog,M,10,Condition Total: 528,Unique Animals: 277
Painful,Condition Total: 1,Unique Animals: 1,,A0059249208,S,83747787,SPICE CAT,Domestic Shorthair,1mos,Receiving,,Painful,8/27/2025 1:25 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Pale,Condition Total: 1,Unique Animals: 1,,A0059033751,S,83347718,KIERNAN,Domestic Shorthair,2mos,Receiving,,Pale,8/2/2025 4:26 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Panleukopenia,Condition Total: 8,Unique Animals: 8,,A0058874847,D,83593862,,Domestic Shorthair,2mos,Foster Home,,Panleukopenia,8/17/2025 11:54 AM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Panleukopenia,Condition Total: 8,Unique Animals: 8,,A0059011330,D,83736766,,Domestic Shorthair,1mos,Cat Treatment,,Panleukopenia,8/26/2025 5:18 PM,Cat,Kitten,M,A,Condition Total: 528,Unique Animals: 277
Panleukopenia,Condition Total: 8,Unique Animals: 8,,A0059012565,D,83466039,,Domestic Shorthair,1mos,Dental Area,,Panleukopenia,8/10/2025 10:21 AM,Cat,Kitten,M,Incubator,Condition Total: 528,Unique Animals: 277
Panleukopenia,Condition Total: 8,Unique Animals: 8,,A0059012575,D,83466062,BLUE BONNET,Domestic Shorthair,1mos,Dental Area,,Panleukopenia,8/10/2025 10:30 AM,Cat,Kitten,F,Incubator,Condition Total: 528,Unique Animals: 277
Panleukopenia,Condition Total: 8,Unique Animals: 8,,A0059012579,D,83466054,,Domestic Shorthair,1mos,Dental Area,,Panleukopenia,8/10/2025 10:27 AM,Cat,Kitten,M,Incubator,Condition Total: 528,Unique Animals: 277
Panleukopenia,Condition Total: 8,Unique Animals: 8,,A0059026617,D,83350987,,Domestic Shorthair,1mos,Cat Treatment,,Panleukopenia,8/3/2025 6:45 AM,Cat,Kitten,M,C,Condition Total: 528,Unique Animals: 277
Panleukopenia,Condition Total: 8,Unique Animals: 8,,A0059100968,D,83516713,,Domestic Shorthair,6mos,Receiving,,Panleukopenia,8/13/2025 11:53 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Panleukopenia,Condition Total: 8,Unique Animals: 8,,A0059270087,D,83801379,,Domestic Shorthair,10mos,Receiving,,Panleukopenia,8/30/2025 1:02 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0058959620,D,83737886,JESSE,Domestic Shorthair,2mos,Foster Home,,Panleukopenia exposure,8/26/2025 6:06 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0058959628,D,83737885,BADGER,Domestic Shorthair,2mos,Foster Home,,Panleukopenia exposure,8/26/2025 6:06 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059000881,D,83481175,Jake,Domestic Shorthair,1mos,Cat Treatment,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Kitten,M,B,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059000884,D,83617963,CROISSANT,Domestic Shorthair,2mos,Foster Home,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059000890,D,83481174,John,Domestic Shorthair,1mos,Cat Treatment,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Kitten,M,B,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059000895,D,83481176,Amanda,Domestic Shorthair,1mos,Cat Treatment,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Kitten,F,D,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059000897,D,83617945,DANISH,Domestic Shorthair,1mos,Foster Home,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059067070,D,83481163,Viola,Domestic Shorthair,6mos,Cat Isolation 235,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Cat,F,Cage 3,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059067074,D,83481161,Vanilla,Domestic Shorthair,6mos,Cat Isolation 235,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Cat,F,Cage 1,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059067078,D,83481171,VOYAGER,Domestic Shorthair,3mos,Cat Isolation 232,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Kitten,M,Cage 1,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059067081,D,83481177,VIXEN,Domestic Shorthair,1mos,Cat Treatment,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Kitten,F,G,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059067084,D,83481167,Valley,Domestic Shorthair,6mos,Cat Isolation 235,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Cat,F,Cage 7,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059067086,D,83481166,Vibrant,Domestic Shorthair,6mos,Cat Isolation 235,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Cat,F,Cage 6,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059067089,D,83481165,Vortex,Domestic Shorthair,6mos,Cat Isolation 235,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Cat,M,Cage 5,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059067091,D,83481164,Vibe,Domestic Shorthair,6mos,Cat Isolation 235,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Cat,M,Cage 4,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059067095,D,83481162,Volcano,Domestic Shorthair,6mos,Cat Isolation 235,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Cat,M,Cage 2,Condition Total: 528,Unique Animals: 277
Panleukopenia exposure,Condition Total: 25,Unique Animals: 25,,A0059067099,D,83481169,Violin,Domestic Shorthair,6mos,Cat Isolation 235,,Panleukopenia exposure,8/11/2025 2:09 PM,Cat,Cat,F,Cage 9,Condition Total: 528,Unique Animals: 277
